Product_Line,PIM_Attribute_ID,PIM_Attribute_Name,PrimaryHierarchy_Code,PrimaryHierarchy_Name,ClassificationCategory_Code,ClassificationCategory_Name,Comments
Apparel ,shapeapparel,Shape,MPH1110100101,Kurta & kurtis,shapeapparelCC,shapeapparelClassifyingCategory,
Apparel ,collectiondateapparel,Collection Date,MPH1110100101,Kurta & kurtis,collectiondateapparelCC,collectiondateapparelClassifyingCategory,
Apparel ,others3apparel,Others 3,MPH1110100101,Kurta & kurtis,others3apparelCC,others3apparelClassifyingCategory,
Apparel ,collectioninfoapparel,Collection Info ,MPH1110100101,Kurta & kurtis,collectioninfoapparelCC,collectioninfoapparelClassifyingCategory,
Apparel ,setitems,Set Items,MPH1110100102,Suit Sets,setitemsCC,setitemsClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110100102,Suit Sets,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110100104,Ethnic bottom ,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110101101,casual shirts,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101105,Sweatshirts and hoodies,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110101106,Sweaters,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,womencasualtopwearsleeve,Sleeve,MPH1110101106,Sweaters,womencasualtopwearsleeveCC,womencasualtopwearsleeveClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101108,Track pants,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,dressshape,Dress Shape,MPH1110101109,Casual dresses,dressshapeCC,dressshapeClassifyingCategory,
Apparel ,womencasualweardressesjumperssize,Size,MPH1110101109,Casual dresses,womencasualweardressesjumperssizeCC,womencasualweardressesjumperssizeClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110101112,Capris,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101112,Capris,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womencasualdressjumperneckcollar,Neck/Collar,MPH1110101114,Jump suits,womencasualdressjumperneckcollarCC,womencasualdressjumperneckcollarClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101114,Jump suits,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110102,Women Formal,washcareCC,washcareClassifyingCategory,
Apparel ,womenfabric,Fabric Family,MPH1110102,Women Formal,womenfabricCC,womenfabricClassifyingCategory,
Apparel ,womenformalbottomwearsize,Size,MPH1110102101,Formal trousers,womenformalbottomwearsizeCC,womenformalbottomwearsizeClassifyingCategory,
Apparel ,womenformaltopwearsize,Size,MPH1110102102,Formal suits,womenformaltopwearsizeCC,womenformaltopwearsizeClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110102102,Formal suits,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,womenformaltopwearsize,Size,MPH1110102103,Formal coats jackets,womenformaltopwearsizeCC,womenformaltopwearsizeClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110102104,Formal dress,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womeninnerwearbrasize,Size,MPH1110103101,Maternity Lingerie,womeninnerwearbrasizeCC,womeninnerwearbrasizeClassifyingCategory,
Apparel ,womenbriefpattern,Pattern,MPH1110103101,Maternity Lingerie,womenbriefpatternCC,womenbriefpatternClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110104100,Sports tshirt,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110104100,Sports tshirt,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,womenethinictopwearneckcollar,Neck/Collar,MPH1110104102,Sports sets,womenethinictopwearneckcollarCC,womenethinictopwearneckcollarClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110104102,Sports sets,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110104102,Sports sets,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110104102,Sports sets,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110105,Women's Lingerie,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenbrieftype,Brief Type,MPH1110105100,Bras & Bra Sets,womenbrieftypeCC,womenbrieftypeClassifyingCategory,
Apparel ,brafabricfamily,Fabric Family,MPH1110105100,Bras & Bra Sets,brafabricfamilyCC,brafabricfamilyClassifyingCategory,
Apparel ,womensetcontents,Set Contents,MPH1110105101,Camisoles & Camisole Sets,womensetcontentsCC,womensetcontentsClassifyingCategory,
Apparel ,bracoverage,Coverage,MPH1110105101,Camisoles & Camisole Sets,bracoverageCC,bracoverageClassifyingCategory,
Apparel ,padding,Padding,MPH1110105102,Lingerie Sets,paddingCC,paddingClassifyingCategory,
Apparel ,wiring,Wiring,MPH1110105107,Intimate wear,wiringCC,wiringClassifyingCategory,
Apparel ,padding,Padding,MPH1110105109,Shapewear,paddingCC,paddingClassifyingCategory,
Apparel ,sockusage,Usage,MPH1110106,Socks,sockusageCC,sockusageClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1111,Men's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,featureapparel,Feature,MPH1111,Men's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111100100,Formal shirt,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,trousertype,Trouser Type,MPH1111100101,Formal trousers,trousertypeCC,trousertypeClassifyingCategory,
Apparel ,mensleeve,Sleeve,MPH1111100102,Formal suits,mensleeveCC,mensleeveClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1111101,Mens casual,washcareCC,washcareClassifyingCategory,
Apparel ,mencasualtopwearcollarneck,Neck/Collar,MPH1111101101,casual shirts,mencasualtopwearcollarneckCC,mencasualtopwearcollarneckClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1111101103,Casual trousers,waistriseCC,waistriseClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111101103,Casual trousers,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,fitbottomwearmen,Fit,MPH1111101104,Shorts,fitbottomwearmenCC,fitbottomwearmenClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111101104,Shorts,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,mensleeve,Sleeve,MPH1111101106,Sweaters,mensleeveCC,mensleeveClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1111102104,Track pants,waistriseCC,waistriseClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111102105,Swimwear,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,setitems,Set Items,MPH1111103103,Ethnic suits,setitemsCC,setitemsClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104100,Briefs,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,brieftype,Brief Type,MPH1111104101,Trunks,brieftypeCC,brieftypeClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104101,Trunks,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,brieftype,Brief Type,MPH1111104103,Vests,brieftypeCC,brieftypeClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111104103,Vests,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111104105,Swimwear,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,withblouse,With Blouse,MPH1110100100,Sarees,withblouseCC,withblouseClassifyingCategory,
Apparel ,womenethinictopwearpattern,Pattern,MPH1110100101,Kurta & kurtis,womenethinictopwearpatternCC,womenethinictopwearpatternClassifyingCategory,
Apparel ,others1apparel,Others 1,MPH1110100101,Kurta & kurtis,others1apparelCC,others1apparelClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110100102,Suit Sets,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110101,Women's Western Wear,washcareCC,washcareClassifyingCategory,
Apparel ,womencasualtopwearsleeve,Sleeve,MPH1110101101,casual shirts,womencasualtopwearsleeveCC,womencasualtopwearsleeveClassifyingCategory,
Apparel ,womencasualtopwearsize,Size,MPH1110101105,Sweatshirts and hoodies,womencasualtopwearsizeCC,womencasualtopwearsizeClassifyingCategory,
Apparel ,womencasualtopwearneckcollar,Neck/Collar,MPH1110101106,Sweaters,womencasualtopwearneckcollarCC,womencasualtopwearneckcollarClassifyingCategory,
Apparel ,womencasualdressjumperneckcollar,Neck/Collar,MPH1110101109,Casual dresses,womencasualdressjumperneckcollarCC,womencasualdressjumperneckcollarClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110101109,Casual dresses,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,skirtshape,Skirt Shape,MPH1110101111,Skirts,skirtshapeCC,skirtshapeClassifyingCategory,
Apparel ,womencasualbottomwearjeanslowersize,Size,MPH1110101113,Leggings & Jeggings,womencasualbottomwearjeanslowersizeCC,womencasualbottomwearjeanslowersizeClassifyingCategory,
Apparel ,dressshape,Dress Shape,MPH1110101114,Jump suits,dressshapeCC,dressshapeClassifyingCategory,
Apparel ,womenformaltopwearsize,Size,MPH1110102100,Formal shirt,womenformaltopwearsizeCC,womenformaltopwearsizeClassifyingCategory,
Apparel ,womenformaltopwearneckcollar,Neck/Collar,MPH1110102100,Formal shirt,womenformaltopwearneckcollarCC,womenformaltopwearneckcollarClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1110102101,Formal trousers,waistriseCC,waistriseClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110102102,Formal suits,womentopwearfitCC,womentopwearfitClassifyingCategory,
Apparel ,womenethinictopwearneckcollar,Neck/Collar,MPH1110103100,Maternity Day Wear,womenethinictopwearneckcollarCC,womenethinictopwearneckcollarClassifyingCategory,
Apparel ,womeninnerwearbriefsize,Size,MPH1110103102,Maternity Sleepwear,womeninnerwearbriefsizeCC,womeninnerwearbriefsizeClassifyingCategory,
Apparel ,womeninnerwearbriefsize,Size,MPH1110104105,Swimwear,womeninnerwearbriefsizeCC,womeninnerwearbriefsizeClassifyingCategory,
Apparel ,bratype,Bra Type,MPH1110105101,Camisoles & Camisole Sets,bratypeCC,bratypeClassifyingCategory,
Apparel ,bratype,Bra Type,MPH1110105102,Lingerie Sets,bratypeCC,bratypeClassifyingCategory,
Apparel ,womenbrieftype,Brief Type,MPH1110105102,Lingerie Sets,womenbrieftypeCC,womenbrieftypeClassifyingCategory,
Apparel ,unisexapparel,Unisex,MPH1111,Men's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,ageband,Age Band,MPH1111,Men's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,menformaltopwearsize,Size,MPH1111100100,Formal shirt,menformaltopwearsizeCC,menformaltopwearsizeClassifyingCategory,
Apparel ,mensleeve,Sleeve,MPH1111100103,Formal coats & jackets,mensleeveCC,mensleeveClassifyingCategory,
Apparel ,fitbottomwearmen,Fit,MPH1111101103,Casual trousers,fitbottomwearmenCC,fitbottomwearmenClassifyingCategory,
Apparel ,tshirttype,Tshirt Type,MPH1111101105,Sweatshirts and hoodies,tshirttypeCC,tshirttypeClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111101105,Sweatshirts and hoodies,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111101108,Track pants,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111102100,Sports tshirt,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,mencasualtopwearsize,Size,MPH1111102103,Sports jackets,mencasualtopwearsizeCC,mencasualtopwearsizeClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111102103,Sports jackets,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,menethinicwearcollarneck,Neck/Collar,MPH1111103101,Kurta set with bottom,menethinicwearcollarneckCC,menethinicwearcollarneckClassifyingCategory,
Apparel ,fitbottomwearmen,Fit,MPH1111104102,Boxers,fitbottomwearmenCC,fitbottomwearmenClassifyingCategory,
Apparel ,stylenote,Style Note,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,weightapparel,Weight,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,womenethinictopwearpattern,Pattern,MPH1110100100,Sarees,womenethinictopwearpatternCC,womenethinictopwearpatternClassifyingCategory,
Apparel ,seasonapparel,Season,MPH1110100101,Kurta & kurtis,seasonapparelCC,seasonapparelClassifyingCategory,
Apparel ,lengthapparel,Length,MPH1110100101,Kurta & kurtis,lengthapparelCC,lengthapparelClassifyingCategory,
Apparel ,womenethinicweartopwearsize,Size,MPH1110100103,Dress material,womenethinicweartopwearsizeCC,womenethinicweartopwearsizeClassifyingCategory,
Apparel ,womenethinicbottomwearpattern,Pattern,MPH1110100104,Ethnic bottom ,womenethinicbottomwearpatternCC,womenethinicbottomwearpatternClassifyingCategory,
Apparel ,tshirttype,Tshirt Type,MPH1110101100,Tops and tees,tshirttypeCC,tshirttypeClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101100,Tops and tees,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110101104,Shorts,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,dresslength,Dress Length,MPH1110101109,Casual dresses,dresslengthCC,dresslengthClassifyingCategory,
Apparel ,skirtlength,Skirt Length,MPH1110101111,Skirts,skirtlengthCC,skirtlengthClassifyingCategory,
Apparel ,womencasualbottomwearjeanslowersize,Size,MPH1110101112,Capris,womencasualbottomwearjeanslowersizeCC,womencasualbottomwearjeanslowersizeClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101113,Leggings & Jeggings,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womencasualweardressesjumperssize,Size,MPH1110101114,Jump suits,womencasualweardressesjumperssizeCC,womencasualweardressesjumperssizeClassifyingCategory,
Apparel ,womenformalbottomwearpattern,Pattern,MPH1110102101,Formal trousers,womenformalbottomwearpatternCC,womenformalbottomwearpatternClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110102102,Formal suits,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110102103,Formal coats jackets,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110103,Women Maternity,washcareCC,washcareClassifyingCategory,
Apparel ,womensleeve,Sleeve,MPH1110103100,Maternity Day Wear,womensleeveCC,womensleeveClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110104,Women's Sports,washcareCC,washcareClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110104,Women's Sports,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,womenformalbottomwearsize,Size,MPH1110104101,Sports shorts,womenformalbottomwearsizeCC,womenformalbottomwearsizeClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1110104104,Track pants,waistriseCC,waistriseClassifyingCategory,
Apparel ,womeninnerwearbriefsize,Size,MPH1110104106,Sports innerwear,womeninnerwearbriefsizeCC,womeninnerwearbriefsizeClassifyingCategory,
Apparel ,bratype,Bra Type,MPH1110105100,Bras & Bra Sets,bratypeCC,bratypeClassifyingCategory,
Apparel ,womeninnerwearbriefsize,Size,MPH1110105104,Sleepwear & Robes,womeninnerwearbriefsizeCC,womeninnerwearbriefsizeClassifyingCategory,
Apparel ,womenethinictopwearneckcollar,Neck/Collar,MPH1110105104,Sleepwear & Robes,womenethinictopwearneckcollarCC,womenethinictopwearneckcollarClassifyingCategory,
Apparel ,nightweartype,Nightwear Type,MPH1110105104,Sleepwear & Robes,nightweartypeCC,nightweartypeClassifyingCategory,
Apparel ,nightweartype,Nightwear Type,MPH1110105105,Gowns,nightweartypeCC,nightweartypeClassifyingCategory,
Apparel ,womenbrieftype,Brief Type,MPH1110105105,Gowns,womenbrieftypeCC,womenbrieftypeClassifyingCategory,
Apparel ,womeninnerwearbrasize,Size,MPH1110105107,Intimate wear,womeninnerwearbrasizeCC,womeninnerwearbrasizeClassifyingCategory,
Apparel ,nightweartype,Nightwear Type,MPH1110105107,Intimate wear,nightweartypeCC,nightweartypeClassifyingCategory,
Apparel ,womensleepwearsize,Size,MPH1110106100,Socks,womensleepwearsizeCC,womensleepwearsizeClassifyingCategory,
Apparel ,displayproduct,Display Product Name,MPH1111,Men's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,brandfitname,Brand Fit Name,MPH1111100,Mens formal,brandfitnameCC,brandfitnameClassifyingCategory,
Apparel ,menformaltopwearcollarneck,Neck/Collar,MPH1111100100,Formal shirt,menformaltopwearcollarneckCC,menformaltopwearcollarneckClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1111100102,Formal suits,waistriseCC,waistriseClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111100103,Formal coats & jackets,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,mensleeve,Sleeve,MPH1111101100,T-Shirts,mensleeveCC,mensleeveClassifyingCategory,
Apparel ,mencasualbottomwearsize,Size,MPH1111101102,Jeans,mencasualbottomwearsizeCC,mencasualbottomwearsizeClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111101106,Sweaters,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,fittopwearmen,Fit,MPH1111101107,Casual Jackets,fittopwearmenCC,fittopwearmenClassifyingCategory,
Apparel ,mencasualtopwearcollarneck,Neck/Collar,MPH1111102100,Sports tshirt,mencasualtopwearcollarneckCC,mencasualtopwearcollarneckClassifyingCategory,
Apparel ,fitbottomwearmen,Fit,MPH1111102104,Track pants,fitbottomwearmenCC,fitbottomwearmenClassifyingCategory,
Apparel ,meninnerwearsize,Size,MPH1111102105,Swimwear,meninnerwearsizeCC,meninnerwearsizeClassifyingCategory,
Apparel ,mensleeve,Sleeve,MPH1111103101,Kurta set with bottom,mensleeveCC,mensleeveClassifyingCategory,
Apparel ,menethinicwearbottomwearsize,Size,MPH1111103102,Bottomwear,menethinicwearbottomwearsizeCC,menethinicwearbottomwearsizeClassifyingCategory,
Apparel ,mensleepwearsize,Size,MPH1111105100,Socks,mensleepwearsizeCC,mensleepwearsizeClassifyingCategory,
Apparel ,modelfit,Model fit,MPH1110,Women's Apparel,modelfitCC,modelfitClassifyingCategory,
Apparel ,packcolor,Pack Color,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,colorfamilyapparel,Color Family,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,featureapparel,Feature,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,stylecode,Style Code,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,fabricapparel,Fabric,MPH1110,Women's Apparel,apparelCC,apparelClassifyingCategory,
Apparel ,washcare,Wash Care,MPH1110100,Women's Ethnic ,washcareCC,washcareClassifyingCategory,
Apparel ,womenethinictopwearpattern,Pattern,MPH1110100102,Suit Sets,womenethinictopwearpatternCC,womenethinictopwearpatternClassifyingCategory,
Apparel ,womenethinicbottomwearpattern,Pattern,MPH1110100102,Suit Sets,womenethinicbottomwearpatternCC,womenethinicbottomwearpatternClassifyingCategory,
Apparel ,womencasualtopwearneckcollar,Neck/Collar,MPH1110101101,casual shirts,womencasualtopwearneckcollarCC,womencasualtopwearneckcollarClassifyingCategory,
Apparel ,womenpattern,Pattern,MPH1110101101,casual shirts,womenpatternCC,womenpatternClassifyingCategory,
Apparel ,jeanslength,Length,MPH1110101102,Jeans,jeanslengthCC,jeanslengthClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110101103,Casual trousers,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womencasualbottomwearjeanslowersize,Size,MPH1110101108,Track pants,womencasualbottomwearjeanslowersizeCC,womencasualbottomwearjeanslowersizeClassifyingCategory,
Apparel ,womenbottomwearfit,Fit,MPH1110101108,Track pants,womenbottomwearfitCC,womenbottomwearfitClassifyingCategory,
Apparel ,womencasualskirtpattern,Pattern,MPH1110101111,Skirts,womencasualskirtpatternCC,womencasualskirtpatternClassifyingCategory,
Apparel ,waistrise,Waist Rise,MPH1110101113,Leggings & Jeggings,waistriseCC,waistriseClassifyingCategory,
Apparel ,womentopwearfit,Fit,MPH1110102100,Formal shirt,womentopwearfitCC,womentopwearfitClassifyingCategory,
